, gtpath, predpath, bad kern syntax OMR-ED, bad kern syntax % contribution to OMR-NED, wrong note OMR-ED, wrong note % contribution to OMR-NED, wrong note head OMR-ED, wrong note head % contribution to OMR-NED, wrong flag/beam OMR-ED, wrong flag/beam % contribution to OMR-NED, wrong dot OMR-ED, wrong dot % contribution to OMR-NED, wrong tuplet OMR-ED, wrong tuplet % contribution to OMR-NED, wrong accidental OMR-ED, wrong accidental % contribution to OMR-NED, wrong note stem OMR-ED, wrong note stem % contribution to OMR-NED, wrong graceness OMR-ED, wrong graceness % contribution to OMR-NED, wrong tie OMR-ED, wrong tie % contribution to OMR-NED, wrong articulation OMR-ED, wrong articulation % contribution to OMR-NED, wrong ornament OMR-ED, wrong ornament % contribution to OMR-NED, wrong lyric OMR-ED, wrong lyric % contribution to OMR-NED, wrong clef OMR-ED, wrong clef % contribution to OMR-NED, wrong timesig OMR-ED, wrong timesig % contribution to OMR-NED, wrong keysig OMR-ED, wrong keysig % contribution to OMR-NED, wrong tempo OMR-ED, wrong tempo % contribution to OMR-NED, wrong barline OMR-ED, wrong barline % contribution to OMR-NED, wrong direction OMR-ED, wrong direction % contribution to OMR-NED, wrong dynamic OMR-ED, wrong dynamic % contribution to OMR-NED, wrong crescendo OMR-ED, wrong crescendo % contribution to OMR-NED, wrong diminuendo OMR-ED, wrong diminuendo % contribution to OMR-NED, wrong slur OMR-ED, wrong slur % contribution to OMR-NED, wrong ottava OMR-ED, wrong ottava % contribution to OMR-NED, wrong multi-staff arpeggio OMR-ED, wrong multi-staff arpeggio % contribution to OMR-NED, wrong fingered tremolo OMR-ED, wrong fingered tremolo % contribution to OMR-NED, wrong chord symbol OMR-ED, wrong chord symbol % contribution to OMR-NED, wrong ending OMR-ED, wrong ending % contribution to OMR-NED, wrong staff info OMR-ED, wrong staff info % contribution to OMR-NED, wrong system break OMR-ED, wrong system break % contribution to OMR-NED, wrong page break OMR-ED, wrong page break % contribution to OMR-NED, wrong other object OMR-ED, wrong other object % contribution to OMR-NED, entire measure insert/delete OMR-ED, entire measure insert/delete % contribution to OMR-NED, entire staff insert/delete OMR-ED, entire staff insert/delete % contribution to OMR-NED, wrong metadata OMR-ED, wrong metadata % contribution to OMR-NED, wrong staff group OMR-ED, wrong staff group % contribution to OMR-NED, wrong staff group name/abbrev OMR-ED, wrong staff group name/abbrev % contribution to OMR-NED, wrong staff group brace OMR-ED, wrong staff group brace % contribution to OMR-NED, wrong staff group barline OMR-ED, wrong staff group barline % contribution to OMR-NED, gt numsyms, pred numsyms, total numsyms (in both scores), OMR-ED (OMR Edit Distance), OMR-NED (OMR-ED / total numsyms)
, generated\gt\sample_000013.krn, generated\xml_homr\sample_000013.xml, 0, 0., 199, 15.110098709187547, 0, 0., 2, 0.15186028853454822, 2, 0.15186028853454822, 0, 0., 1, 0.07593014426727411, 0, 0., 0, 0., 2, 0.15186028853454822, 22, 1.6704631738800304, 0, 0., 0, 0., 3, 0.22779043280182232, 0, 0., 0, 0., 0, 0., 2, 0.15186028853454822, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 962, 73.04479878511769, 118, 8.959757023538344, 0, 0., 4, 0.30372057706909644, 0, 0., 0, 0., 0, 0., 271, 1274, 1545, 1317, 0.8524271844660194
, generated\gt\sample_000427.krn, generated\xml_homr\sample_000427.xml, 0, 0., 105, 5.343511450381679, 0, 0., 144, 7.32824427480916, 0, 0., 0, 0., 2, 0.10178117048346055, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.05089058524173028, 2, 0.10178117048346055, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1597, 81.27226463104326, 110, 5.597964376590331, 0, 0., 4, 0.2035623409669211, 0, 0., 0, 0., 0, 0., 360, 1945, 2305, 1965, 0.8524945770065075
, generated\gt\sample_000574.krn, generated\xml_homr\sample_000574.xml, 0, 0., 93, 7.762938230383973, 0, 0., 47, 3.9232053422370616, 0, 0., 0, 0., 5, 0.41736227045075125, 0, 0., 0, 0., 3, 0.25041736227045075, 0, 0., 0, 0., 0, 0., 1, 0.08347245409015025, 0, 0., 0, 0., 0, 0., 4, 0.333889816360601, 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.08347245409015025, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 935, 78.04674457429049, 105, 8.764607679465776, 0, 0., 4, 0.333889816360601, 0, 0., 0, 0., 0, 0., 247, 1158, 1405, 1198, 0.8526690391459075
, generated\gt\sample_000313.krn, generated\xml_homr\sample_000313.xml, 0, 0., 0, 0., 0, 0., 21, 1.1938601478112565, 0, 0., 0, 0., 3, 0.17055144968732233, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 4, 0.2274019329164298, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1731, 98.40818646958499, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 169, 1893, 2062, 1759, 0.853055286129971
, generated\gt\sample_000281.krn, generated\xml_homr\sample_000281.xml, 0, 0., 56, 6.42939150401837, 0, 0., 28, 3.214695752009185, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.1148105625717566, 0, 0., 0, 0., 0, 0., 1, 0.1148105625717566, 3, 0.34443168771526983, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 10, 1.148105625717566, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 710, 81.51549942594718, 58, 6.659012629161883, 0, 0., 4, 0.4592422502870264, 0, 0., 0, 0., 0, 0., 163, 858, 1021, 871, 0.8530852105778648
, generated\gt\sample_000610.krn, generated\xml_homr\sample_000610.xml, 0, 0., 40, 5.547850208044383, 0, 0., 22, 3.0513176144244105, 0, 0., 0, 0., 15, 2.0804438280166435, 0, 0., 0, 0., 0, 0., 1, 0.13869625520110956, 0, 0., 0, 0., 1, 0.13869625520110956, 2, 0.27739251040221913, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 0.4160887656033287, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 569, 78.91816920943134, 64, 8.876560332871012, 0, 0., 4, 0.5547850208044383, 0, 0., 0, 0., 0, 0., 161, 684, 845, 721, 0.8532544378698225
, generated\gt\sample_000042.krn, generated\xml_homr\sample_000042.xml, 0, 0., 74, 12.869565217391305, 0, 0., 12, 2.0869565217391304, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.17391304347826086, 2, 0.34782608695652173, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.34782608695652173, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 403, 70.08695652173913, 77, 13.391304347826088, 0, 0., 4, 0.6956521739130435, 0, 0., 0, 0., 0, 0., 144, 529, 673, 575, 0.8543833580980683
, generated\gt\sample_000643.krn, generated\xml_homr\sample_000643.xml, 0, 0., 210, 13.645224171539962, 0, 0., 51, 3.313840155945419, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 0.1949317738791423, 1, 0.0649772579597141, 0, 0., 0, 0., 1, 0.0649772579597141, 2, 0.1299545159194282, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1093, 71.02014294996751, 174, 11.306042884990253, 0, 0., 4, 0.2599090318388564, 0, 0., 0, 0., 0, 0., 358, 1443, 1801, 1539, 0.8545252637423654
, generated\gt\sample_000613.krn, generated\xml_homr\sample_000613.xml, 0, 0., 56, 4.690117252931323, 0, 0., 43, 3.6013400335008376, 0, 0., 0, 0., 10, 0.8375209380234506, 0, 0., 0, 0., 2, 0.16750418760469013, 3, 0.25125628140703515, 3, 0.25125628140703515, 0, 0., 1, 0.08375209380234507, 1, 0.08375209380234507, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 6, 0.5025125628140703, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1005, 84.17085427135679, 60, 5.025125628140704, 0, 0., 4, 0.33500837520938026, 0, 0., 0, 0., 0, 0., 205, 1192, 1397, 1194, 0.854688618468146
, generated\gt\sample_000500.krn, generated\xml_homr\sample_000500.xml, 0, 0., 92, 7.776838546069316, 0, 0., 16, 1.3524936601859678, 0, 0., 0, 0., 3, 0.25359256128486896, 0, 0., 0, 0., 1, 0.08453085376162299, 3, 0.25359256128486896, 3, 0.25359256128486896, 0, 0., 3, 0.25359256128486896, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 0.25359256128486896, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 973, 82.24852071005917, 82, 6.931530008453086, 0, 0., 4, 0.33812341504649196, 0, 0., 0, 0., 0, 0., 216, 1168, 1384, 1183, 0.8547687861271677
, generated\gt\sample_000204.krn, generated\xml_homr\sample_000204.xml, 0, 0., 92, 7.2669826224328595, 0, 0., 35, 2.764612954186414, 0, 0., 0, 0., 1, 0.07898894154818326, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.07898894154818326, 2, 0.1579778830963665, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.07898894154818326, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1031, 81.43759873617694, 99, 7.819905213270142, 0, 0., 4, 0.315955766192733, 0, 0., 0, 0., 0, 0., 232, 1249, 1481, 1266, 0.8548278190411884
, generated\gt\sample_000367.krn, generated\xml_homr\sample_000367.xml, 0, 0., 99, 5.512249443207127, 0, 0., 90, 5.011135857461024, 0, 0., 0, 0., 7, 0.3897550111358575, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 0.16703786191536749, 2, 0.111358574610245, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.111358574610245, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1505, 83.79732739420935, 84, 4.67706013363029, 0, 0., 4, 0.22271714922049, 0, 0., 0, 0., 0, 0., 313, 1787, 2100, 1796, 0.8552380952380952
, generated\gt\sample_000507.krn, generated\xml_homr\sample_000507.xml, 0, 0., 60, 4.395604395604396, 0, 0., 16, 1.1721611721611722, 0, 0., 0, 0., 5, 0.3663003663003663, 0, 0., 0, 0., 0, 0., 12, 0.8791208791208791, 1, 0.07326007326007326, 0, 0., 1, 0.07326007326007326, 0, 0., 0, 0., 0, 0., 2, 0.14652014652014653, 0, 0., 0, 0., 0, 0., 0, 0., 4, 0.29304029304029305, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1197, 87.6923076923077, 63, 4.615384615384615, 0, 0., 4, 0.29304029304029305, 0, 0., 0, 0., 0, 0., 202, 1394, 1596, 1365, 0.8552631578947368
, generated\gt\sample_000269.krn, generated\xml_homr\sample_000269.xml, 0, 0., 132, 14.864864864864865, 0, 0., 14, 1.5765765765765767, 3, 0.33783783783783783, 0, 0., 2, 0.22522522522522523, 0, 0., 0, 0., 2, 0.22522522522522523, 0, 0., 0, 0., 0, 0., 1, 0.11261261261261261, 2, 0.22522522522522523, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 7, 0.7882882882882883, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 639, 71.95945945945945, 82, 9.234234234234235, 0, 0., 4, 0.45045045045045046, 0, 0., 0, 0., 0, 0., 215, 823, 1038, 888, 0.8554913294797688
, generated\gt\sample_000032.krn, generated\xml_homr\sample_000032.xml, 0, 0., 233, 14.774889029803424, 2, 0.12682308180088775, 1, 0.06341154090044387, 0, 0., 0, 0., 1, 0.06341154090044387, 0, 0., 0, 0., 0, 0., 14, 0.8877615726062144, 0, 0., 0, 0., 3, 0.19023462270133165, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1144, 72.5428027901078, 175, 11.097019657577679, 0, 0., 4, 0.2536461636017755, 0, 0., 0, 0., 0, 0., 348, 1495, 1843, 1577, 0.8556701030927835
, generated\gt\sample_000517.krn, generated\xml_homr\sample_000517.xml, 0, 0., 0, 0., 0, 0., 81, 3.7569573283858997, 0, 0., 0, 0., 8, 0.37105751391465674, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.04638218923933209, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 6, 0.2782931354359926, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2060, 95.54730983302412, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 237, 2282, 2519, 2156, 0.8558951965065502
, generated\gt\sample_000552.krn, generated\xml_homr\sample_000552.xml, 0, 0., 15, 2.4469820554649266, 0, 0., 12, 1.9575856443719413, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.3262642740619902, 4, 0.6525285481239804, 0, 0., 1, 0.1631321370309951, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.3262642740619902, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 550, 89.7226753670473, 23, 3.7520391517128875, 0, 0., 4, 0.6525285481239804, 0, 0., 0, 0., 0, 0., 89, 627, 716, 613, 0.8561452513966481
, generated\gt\sample_000251.krn, generated\xml_homr\sample_000251.xml, 0, 0., 87, 8.673978065802592, 0, 0., 6, 0.5982053838484547, 0, 0., 0, 0., 9, 0.8973080757726819, 0, 0., 0, 0., 1, 0.09970089730807577, 2, 0.19940179461615154, 0, 0., 0, 0., 1, 0.09970089730807577, 2, 0.19940179461615154, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 0.4985044865403789, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 785, 78.26520438683949, 101, 10.069790628115653, 0, 0., 4, 0.3988035892323031, 0, 0., 0, 0., 0, 0., 213, 958, 1171, 1003, 0.856532877882152
, generated\gt\sample_000106.krn, generated\xml_homr\sample_000106.xml, 0, 0., 30, 3.2327586206896552, 0, 0., 21, 2.2629310344827585, 0, 0., 0, 0., 1, 0.10775862068965517, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.10775862068965517, 2, 0.21551724137931033, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 820, 88.36206896551724, 49, 5.280172413793103, 0, 0., 4, 0.43103448275862066, 0, 0., 0, 0., 0, 0., 144, 939, 1083, 928, 0.8568790397045245
, generated\gt\sample_000019.krn, generated\xml_homr\sample_000019.xml, 0, 0., 384, 22.107081174438687, 0, 0., 4, 0.23028209556706966, 0, 0., 0, 0., 1, 0.057570523891767415, 0, 0., 0, 0., 0, 0., 26, 1.4968336211859528, 0, 0., 0, 0., 3, 0.17271157167530224, 4, 0.23028209556706966, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1138, 65.51525618883132, 173, 9.959700633275762, 0, 0., 4, 0.23028209556706966, 0, 0., 0, 0., 0, 0., 395, 1632, 2027, 1737, 0.8569314257523434
, generated\gt\sample_000639.krn, generated\xml_homr\sample_000639.xml, 0, 0., 73, 4.545454545454546, 0, 0., 72, 4.483188044831881, 0, 0., 0, 0., 4, 0.24906600249066002, 0, 0., 0, 0., 7, 0.43586550435865506, 4, 0.24906600249066002, 0, 0., 0, 0., 1, 0.062266500622665005, 2, 0.12453300124533001, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1360, 84.6824408468244, 79, 4.919053549190536, 0, 0., 4, 0.24906600249066002, 0, 0., 0, 0., 0, 0., 267, 1607, 1874, 1606, 0.8569903948772679
, generated\gt\sample_000075.krn, generated\xml_homr\sample_000075.xml, 0, 0., 186, 11.847133757961783, 0, 0., 82, 5.222929936305732, 0, 0., 0, 0., 2, 0.12738853503184713, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.06369426751592357, 2, 0.12738853503184713, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.06369426751592357, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1143, 72.80254777070064, 149, 9.490445859872612, 0, 0., 4, 0.25477707006369427, 0, 0., 0, 0., 0, 0., 353, 1477, 1830, 1570, 0.8579234972677595
, generated\gt\sample_000273.krn, generated\xml_homr\sample_000273.xml, 0, 0., 166, 9.156094870380585, 0, 0., 63, 3.474903474903475, 2, 0.11031439602868175, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.05515719801434087, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 17, 0.9376723662437948, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1453, 80.14340871483729, 107, 5.901820187534473, 0, 0., 4, 0.2206287920573635, 0, 0., 0, 0., 0, 0., 356, 1757, 2113, 1813, 0.8580217699952674
, generated\gt\sample_000443.krn, generated\xml_homr\sample_000443.xml, 0, 0., 120, 10.78167115902965, 0, 0., 60, 5.390835579514825, 0, 0., 0, 0., 5, 0.44923629829290207, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.08984725965858041, 2, 0.17969451931716082, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.17969451931716082, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 788, 70.79964061096136, 131, 11.769991015274034, 0, 0., 4, 0.35938903863432164, 0, 0., 0, 0., 0, 0., 266, 1031, 1297, 1113, 0.8581341557440246
, generated\gt\sample_000656.krn, generated\xml_homr\sample_000656.xml, 0, 0., 90, 4.39453125, 0, 0., 144, 7.03125, 0, 0., 0, 0., 12, 0.5859375, 0, 0., 0, 0., 0, 0., 3, 0.146484375, 0, 0., 0, 0., 2, 0.09765625, 2, 0.09765625, 4, 0.1953125, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1675, 81.787109375, 112, 5.46875, 0, 0., 4, 0.1953125, 0, 0., 0, 0., 0, 0., 374, 2012, 2386, 2048, 0.8583403185247276
, generated\gt\sample_000436.krn, generated\xml_homr\sample_000436.xml, 0, 0., 114, 8.976377952755906, 0, 0., 23, 1.811023622047244, 0, 0., 2, 0.15748031496062992, 5, 0.3937007874015748, 0, 0., 0, 0., 0, 0., 2, 0.15748031496062992, 3, 0.23622047244094488, 0, 0., 1, 0.07874015748031496, 2, 0.15748031496062992, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 7, 0.5511811023622047, 0, 0., 0, 0., 2, 0.15748031496062992, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1018, 80.15748031496064, 87, 6.850393700787402, 0, 0., 4, 0.31496062992125984, 0, 0., 0, 0., 0, 0., 248, 1231, 1479, 1270, 0.8586883029073699
, generated\gt\sample_000344.krn, generated\xml_homr\sample_000344.xml, 0, 0., 9, 0.7550335570469798, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.08389261744966443, 0, 0., 2, 0.16778523489932887, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1180, 98.99328859060402, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 101, 1287, 1388, 1192, 0.8587896253602305
, generated\gt\sample_000353.krn, generated\xml_homr\sample_000353.xml, 0, 0., 0, 0., 0, 0., 96, 5.351170568561873, 0, 0., 0, 0., 2, 0.11148272017837235, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 0.16722408026755853, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1693, 94.3701226309922, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 198, 1890, 2088, 1794, 0.8591954022988506
, generated\gt\sample_000130.krn, generated\xml_homr\sample_000130.xml, 0, 0., 0, 0., 0, 0., 28, 1.6222479721900347, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.11587485515643106, 0, 0., 0, 0., 0, 0., 1, 0.05793742757821553, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 0.17381228273464658, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1692, 98.03012746234067, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 161, 1847, 2008, 1726, 0.8595617529880478
, generated\gt\sample_000193.krn, generated\xml_homr\sample_000193.xml, 0, 0., 106, 11.610076670317634, 0, 0., 9, 0.9857612267250822, 0, 0., 4, 0.43811610076670315, 6, 0.6571741511500547, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.21905805038335158, 2, 0.21905805038335158, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 0.547645125958379, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 672, 73.60350492880613, 103, 11.281489594742606, 0, 0., 4, 0.43811610076670315, 0, 0., 0, 0., 0, 0., 220, 842, 1062, 913, 0.85969868173258
, generated\gt\sample_000387.krn, generated\xml_homr\sample_000387.xml, 0, 0., 198, 12.222222222222221, 0, 0., 57, 3.5185185185185186, 0, 0., 0, 0., 7, 0.43209876543209874, 0, 0., 0, 0., 2, 0.12345679012345678, 0, 0., 2, 0.12345679012345678, 0, 0., 1, 0.06172839506172839, 4, 0.24691358024691357, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 9, 0.5555555555555556, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1252, 77.28395061728395, 84, 5.185185185185185, 0, 0., 4, 0.24691358024691357, 0, 0., 0, 0., 0, 0., 324, 1560, 1884, 1620, 0.8598726114649682
, generated\gt\sample_000513.krn, generated\xml_homr\sample_000513.xml, 0, 0., 291, 22.129277566539923, 0, 0., 34, 2.585551330798479, 1, 0.07604562737642585, 0, 0., 2, 0.1520912547528517, 0, 0., 0, 0., 0, 0., 2, 0.1520912547528517, 0, 0., 0, 0., 1, 0.07604562737642585, 4, 0.3041825095057034, 3, 0.22813688212927757, 0, 0., 2, 0.1520912547528517, 0, 0., 0, 0., 0, 0., 0, 0., 12, 0.9125475285171103, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 819, 62.28136882129277, 140, 10.64638783269962, 0, 0., 4, 0.3041825095057034, 0, 0., 0, 0., 0, 0., 401, 1128, 1529, 1315, 0.8600392413342054
, generated\gt\sample_000055.krn, generated\xml_homr\sample_000055.xml, 0, 0., 72, 8.727272727272727, 0, 0., 24, 2.909090909090909, 0, 0., 0, 0., 3, 0.36363636363636365, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.12121212121212122, 2, 0.24242424242424243, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.24242424242424243, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 633, 76.72727272727273, 84, 10.181818181818182, 0, 0., 4, 0.48484848484848486, 0, 0., 0, 0., 0, 0., 174, 785, 959, 825, 0.8602711157455682
, generated\gt\sample_000103.krn, generated\xml_homr\sample_000103.xml, 0, 0., 93, 7.95551753635586, 0, 0., 8, 0.6843455945252352, 0, 0., 0, 0., 7, 0.5988023952095808, 0, 0., 0, 0., 8, 0.6843455945252352, 3, 0.2566295979469632, 0, 0., 0, 0., 1, 0.0855431993156544, 2, 0.1710863986313088, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 4, 0.3421727972626176, 0, 0., 0, 0., 2, 0.1710863986313088, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 923, 78.95637296834902, 114, 9.751924721984603, 0, 0., 4, 0.3421727972626176, 0, 0., 0, 0., 0, 0., 238, 1120, 1358, 1169, 0.8608247422680413
, generated\gt\sample_000527.krn, generated\xml_homr\sample_000527.xml, 0, 0., 240, 17.303532804614274, 0, 0., 6, 0.43258832011535686, 0, 0., 2, 0.14419610670511895, 2, 0.14419610670511895, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 0.21629416005767843, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1015, 73.17952415284788, 115, 8.29127613554434, 0, 0., 4, 0.2883922134102379, 0, 0., 0, 0., 0, 0., 272, 1339, 1611, 1387, 0.8609559279950342
